idx,sample_id,y_true,y_pred,true_label,pred_label,confidence,correct,pseudotime
0,GTEX-ZF29-0926-SM-4WKFZ,2,2,Normal Tissue,Normal Tissue,0.9815734028816224,True,0.16529414
1,GTEX-TSE9-0126-SM-3DB83,2,2,Normal Tissue,Normal Tissue,0.9980796575546264,True,0.105360605
2,GTEX-12WSK-2326-SM-5GCOH,2,2,Normal Tissue,Normal Tissue,0.982394278049469,True,0.13408282
3,GTEX-P4PQ-0126-SM-2S1NM,2,2,Normal Tissue,Normal Tissue,0.9982290863990784,True,0.06510977
5,TCGA-EE-A29D-06,1,1,Metastasis,Metastasis,0.9392886757850648,True,0.8564454
6,TCGA-FS-A1ZA-06,1,1,Metastasis,Metastasis,0.6424977779388428,True,0.6763345
7,TCGA-EE-A17X-06,1,1,Metastasis,Metastasis,0.759365975856781,True,0.7840874
8,TCGA-FR-A8YD-06,1,1,Metastasis,Metastasis,0.8965343832969666,True,0.8108548
9,TCGA-FS-A1ZF-06,1,1,Metastasis,Metastasis,0.8235040903091431,True,0.9640925
10,GTEX-X585-0008-SM-46MU4,2,2,Normal Tissue,Normal Tissue,0.9972264170646667,True,0.5730697
11,TCGA-EB-A41A-01,0,0,Primary Tumor,Primary Tumor,0.883481502532959,True,0.6769086
12,TCGA-D3-A3ML-06,1,1,Metastasis,Metastasis,0.9152052998542786,True,0.8941716
13,TCGA-EE-A2MP-06,1,1,Metastasis,Metastasis,0.7504464983940125,True,0.80007416
14,TCGA-DA-A1I4-06,1,1,Metastasis,Metastasis,0.7182748317718506,True,0.8666528
15,GTEX-132NY-0326-SM-5IJBL,2,2,Normal Tissue,Normal Tissue,0.9897937774658204,True,0.1412508
16,GTEX-ZT9X-0008-SM-4YCD7,2,2,Normal Tissue,Normal Tissue,0.7696229815483093,True,0.6449664
17,TCGA-ER-A19S-06,1,1,Metastasis,Metastasis,0.9688394069671632,True,0.82683444
18,TCGA-EE-A3AB-06,1,1,Metastasis,Metastasis,0.7097386717796326,True,0.61851966
19,GTEX-11DXX-0008-SM-5Q5B8,2,2,Normal Tissue,Normal Tissue,0.993108868598938,True,0.61008185
20,GTEX-11O72-0626-SM-5PNYE,2,2,Normal Tissue,Normal Tissue,0.9314110279083252,True,0.11193335
21,GTEX-Y8LW-1526-SM-5IFHL,2,2,Normal Tissue,Normal Tissue,0.9853917956352234,True,0.11658816
22,TCGA-D3-A5GR-06,1,1,Metastasis,Metastasis,0.9770476818084716,True,0.80969924
23,GTEX-13PVR-2326-SM-5QGR1,2,2,Normal Tissue,Normal Tissue,0.9935903549194336,True,0.11046323
24,GTEX-T6MO-1626-SM-32QOM,2,2,Normal Tissue,Normal Tissue,0.9974343180656432,True,0.10837002
25,TCGA-W3-AA1R-06,1,1,Metastasis,Metastasis,0.9671750664711,True,0.8507575
26,GTEX-ZVZP-2426-SM-59HKJ,2,2,Normal Tissue,Normal Tissue,0.9798943400382996,True,0.096869245
27,TCGA-D3-A8GK-06,1,1,Metastasis,Metastasis,0.9238631129264832,True,0.8613444
28,GTEX-U4B1-1826-SM-4DXSU,2,2,Normal Tissue,Normal Tissue,0.9875213503837584,True,0.31147322
29,GTEX-ZVZO-0126-SM-5A5L9,2,2,Normal Tissue,Normal Tissue,0.9963381290435792,True,0.15004505
30,GTEX-13FTY-2126-SM-5IFFB,2,2,Normal Tissue,Normal Tissue,0.9731876254081726,True,0.12789947
32,GTEX-OXRP-0126-SM-3NB32,2,2,Normal Tissue,Normal Tissue,0.9875710010528564,True,0.13222016
33,GTEX-YFC4-0008-SM-4RGM3,2,2,Normal Tissue,Normal Tissue,0.9015808701515198,True,0.65144926
34,GTEX-13FH7-1126-SM-5K7UG,2,2,Normal Tissue,Normal Tissue,0.9359008073806764,True,0.26771522
35,GTEX-147GR-0526-SM-5S2MY,2,2,Normal Tissue,Normal Tissue,0.994742512702942,True,0.06685759
36,GTEX-Y8LW-1826-SM-5S2MV,2,2,Normal Tissue,Normal Tissue,0.9931828379631042,True,0.11696969
37,GTEX-O5YU-0008-SM-4E3I7,2,2,Normal Tissue,Normal Tissue,0.7297556400299072,True,0.72821814
38,GTEX-X8HC-0126-SM-4E3JW,2,2,Normal Tissue,Normal Tissue,0.9741738438606262,True,0.19053963
39,TCGA-D3-A51G-06,1,1,Metastasis,Metastasis,0.8966275453567505,True,0.9093738
40,TCGA-EE-A29M-06,1,1,Metastasis,Metastasis,0.9763150215148926,True,0.7576526
41,TCGA-BF-A5ER-01,0,0,Primary Tumor,Primary Tumor,0.8523361682891846,True,0.7501028
42,TCGA-D3-A8GD-06,1,1,Metastasis,Metastasis,0.986653745174408,True,0.7276878
43,TCGA-D3-A5GU-06,1,1,Metastasis,Metastasis,0.9410877823829652,True,0.93057865
44,GTEX-YEC4-2126-SM-5IFJH,2,2,Normal Tissue,Normal Tissue,0.9831140041351318,True,0.12385483
45,GTEX-SIU8-0126-SM-2XCDT,2,2,Normal Tissue,Normal Tissue,0.9867907166481018,True,0.18112175
46,GTEX-Y111-0126-SM-4SOIV,2,2,Normal Tissue,Normal Tissue,0.9934296011924744,True,0.08833706
47,GTEX-11GS4-0008-SM-5QGRA,2,2,Normal Tissue,Normal Tissue,0.9732267260551452,True,0.65857476
48,GTEX-YJ8O-2526-SM-5HL85,2,2,Normal Tissue,Normal Tissue,0.8780732750892639,True,0.095351286
49,GTEX-WI4N-1026-SM-3LK7N,2,2,Normal Tissue,Normal Tissue,0.9790183305740356,True,0.1982015
50,TCGA-D3-A3C8-06,1,1,Metastasis,Metastasis,0.4439341425895691,True,0.55047464
51,TCGA-FS-A4F2-06,1,1,Metastasis,Metastasis,0.7413737177848816,True,0.99741405
52,TCGA-EE-A29P-06,1,1,Metastasis,Metastasis,0.971891224384308,True,0.7526434
53,GTEX-QLQ7-1626-SM-2S1R8,2,2,Normal Tissue,Normal Tissue,0.9898410439491272,True,0.07960791
54,TCGA-EB-A44O-01,0,0,Primary Tumor,Primary Tumor,0.8093043565750122,True,0.59351265
56,TCGA-ER-A19T-01,0,0,Primary Tumor,Primary Tumor,0.7016427516937256,True,0.6927114
57,GTEX-11EQ8-0008-SM-5Q5DJ,2,2,Normal Tissue,Normal Tissue,0.849030077457428,True,0.70953536
58,GTEX-11GSO-2426-SM-5A5LY,2,2,Normal Tissue,Normal Tissue,0.9840646386146544,True,0.076847844
59,GTEX-OXRL-0126-SM-2YUMP,2,2,Normal Tissue,Normal Tissue,0.993818700313568,True,0.17969765
60,GTEX-XV7Q-0008-SM-4BRWL,2,2,Normal Tissue,Normal Tissue,0.9531062245368958,True,0.6671269
61,TCGA-ER-A19T-06,1,1,Metastasis,Metastasis,0.8852370381355286,True,0.94714504
62,GTEX-12WSB-0126-SM-59HJN,2,2,Normal Tissue,Normal Tissue,0.9208038449287416,True,0.19563064
63,GTEX-SNMC-0008-SM-4DM5A,2,2,Normal Tissue,Normal Tissue,0.8412265181541443,True,0.64795446
64,GTEX-QVJO-0008-SM-447AU,2,2,Normal Tissue,Normal Tissue,0.8987857103347778,True,0.6880119
65,GTEX-Y5V6-2426-SM-4VDSB,2,2,Normal Tissue,Normal Tissue,0.9822789430618286,True,0.04729559
66,GTEX-Z93S-0008-SM-4RGM5,2,2,Normal Tissue,Normal Tissue,0.8233230710029602,True,0.6898257
67,GTEX-13OVH-0126-SM-5MR4B,2,2,Normal Tissue,Normal Tissue,0.958994209766388,True,0.15495798
68,GTEX-XUW1-0926-SM-4BONX,2,2,Normal Tissue,Normal Tissue,0.9656133055686952,True,0.14820945
69,GTEX-14C5O-0126-SM-5SI6N,2,2,Normal Tissue,Normal Tissue,0.9750945568084716,True,0.13905998
70,GTEX-145MG-1526-SM-5Q5EM,2,2,Normal Tissue,Normal Tissue,0.885202944278717,True,0.106009826
71,GTEX-XLM4-0008-SM-4AT4W,2,2,Normal Tissue,Normal Tissue,0.7614931464195251,True,0.74107677
72,GTEX-WYVS-2126-SM-3NMA3,2,2,Normal Tissue,Normal Tissue,0.9529647827148438,True,0.05979262
73,GTEX-14753-0426-SM-5NQAM,2,2,Normal Tissue,Normal Tissue,0.9888606667518616,True,0.1018622
74,TCGA-D3-A3CE-06,1,1,Metastasis,Metastasis,0.8992915749549866,True,0.75692296
75,GTEX-13OW8-1026-SM-5J1NQ,2,2,Normal Tissue,Normal Tissue,0.9902217388153076,True,0.03738934
76,GTEX-113JC-2326-SM-5EQ4E,2,2,Normal Tissue,Normal Tissue,0.9572811722755432,True,0.14545274
77,GTEX-Z9EW-1626-SM-5CVMN,2,2,Normal Tissue,Normal Tissue,0.9906080961227416,True,0.07944788
78,GTEX-13X6K-0626-SM-5LU5D,2,2,Normal Tissue,Normal Tissue,0.9695109128952026,True,0.16367066
79,TCGA-ER-A19M-06,1,1,Metastasis,Metastasis,0.9471552968025208,True,0.8619928
80,GTEX-11OF3-0008-SM-5S2NH,2,2,Normal Tissue,Normal Tissue,0.9784577488899232,True,0.6784054
81,GTEX-ZPU1-1126-SM-4YCF3,2,2,Normal Tissue,Normal Tissue,0.9624906182289124,True,0.19389652
82,TCGA-EE-A3AF-06,1,1,Metastasis,Metastasis,0.8075889945030212,True,0.8431023
83,TCGA-EE-A29A-06,1,1,Metastasis,Metastasis,0.7224575877189636,True,0.9487143
84,TCGA-EE-A184-06,1,1,Metastasis,Metastasis,0.8296128511428833,True,0.67782545
85,TCGA-FS-A1YY-06,1,1,Metastasis,Metastasis,0.68709796667099,True,0.9419632
86,TCGA-EE-A3J4-06,1,1,Metastasis,Metastasis,0.826613187789917,True,0.9067781
88,TCGA-FS-A4F8-06,1,1,Metastasis,Metastasis,0.8304924368858337,True,0.6604793
89,GTEX-RN64-0008-SM-48FEZ,2,2,Normal Tissue,Normal Tissue,0.9585108757019044,True,0.69444203
90,TCGA-EB-A6QZ-01,0,0,Primary Tumor,Primary Tumor,0.915783703327179,True,0.6543284
91,TCGA-D3-A8GQ-06,1,1,Metastasis,Metastasis,0.8988354206085205,True,0.88431996
92,TCGA-RP-A694-06,1,1,Metastasis,Metastasis,0.9466511607170104,True,0.7702635
93,TCGA-FS-A1ZC-06,1,1,Metastasis,Metastasis,0.589709460735321,True,0.89528537
94,GTEX-QLQW-1126-SM-2S1Q8,2,2,Normal Tissue,Normal Tissue,0.935951054096222,True,0.008862014
95,TCGA-XV-AAZW-01,0,0,Primary Tumor,Primary Tumor,0.6872434616088867,True,0.46010962
96,GTEX-Y111-0626-SM-4SOIT,2,2,Normal Tissue,Normal Tissue,0.9947186708450316,True,0.14772247
97,GTEX-11UD1-0008-SM-5S2P6,2,2,Normal Tissue,Normal Tissue,0.9660462141036988,True,0.6847077
98,TCGA-FW-A3TU-06,1,1,Metastasis,Metastasis,0.9743379354476928,True,0.8519758
99,GTEX-P4PQ-0008-SM-48TDX,2,2,Normal Tissue,Normal Tissue,0.9970308542251588,True,0.6160442
100,GTEX-T5JW-0008-SM-4DM5X,2,2,Normal Tissue,Normal Tissue,0.9807854294776917,True,0.6518645
101,GTEX-13OVJ-0126-SM-5KM36,2,2,Normal Tissue,Normal Tissue,0.975807011127472,True,0.17076452
103,GTEX-PWCY-1826-SM-2S1OK,2,2,Normal Tissue,Normal Tissue,0.9991673231124878,True,0.0
105,GTEX-13OVI-2726-SM-5KM56,2,2,Normal Tissue,Normal Tissue,0.9231895208358764,True,0.4117745
106,GTEX-12696-0126-SM-5EQ4L,2,2,Normal Tissue,Normal Tissue,0.986423909664154,True,0.14840297
108,GTEX-132AR-0326-SM-5KM2C,2,2,Normal Tissue,Normal Tissue,0.991316556930542,True,0.16836137
109,TCGA-BF-AAP1-01,0,0,Primary Tumor,Primary Tumor,0.8013482689857483,True,0.7285203
110,GTEX-13OW5-0126-SM-5MR3A,2,2,Normal Tissue,Normal Tissue,0.8781553506851196,True,0.17033017
111,TCGA-YD-A9TB-06,1,1,Metastasis,Metastasis,0.9725965261459352,True,0.78830713
112,GTEX-P4QT-0008-SM-48TDZ,2,2,Normal Tissue,Normal Tissue,0.9281219840049744,True,0.6399992
113,TCGA-EE-A2MU-06,1,1,Metastasis,Metastasis,0.9585517048835754,True,0.685896
114,GTEX-13G51-1826-SM-5KLZH,2,2,Normal Tissue,Normal Tissue,0.9379208087921144,True,0.09952787
115,TCGA-ER-A3EV-06,1,1,Metastasis,Metastasis,0.8977444767951965,True,0.710582
116,GTEX-XQ8I-0008-SM-4WAWM,2,2,Normal Tissue,Normal Tissue,0.919260025024414,True,0.67940646
118,TCGA-YD-A89C-06,1,1,Metastasis,Metastasis,0.907201886177063,True,0.9617906
119,TCGA-EE-A2M5-06,1,1,Metastasis,Metastasis,0.523465633392334,True,0.64826524
120,TCGA-FS-A1Z4-06,1,1,Metastasis,Metastasis,0.9443178772926332,True,0.7782504
121,TCGA-RP-A695-06,1,1,Metastasis,Metastasis,0.9431375861167908,True,0.8069582
122,GTEX-XUZC-0008-SM-4BOQG,2,2,Normal Tissue,Normal Tissue,0.958587646484375,True,0.6259747
124,GTEX-131YS-2826-SM-5EQ47,2,2,Normal Tissue,Normal Tissue,0.9840421676635742,True,0.16244985
125,GTEX-11TUW-0626-SM-5LU9M,2,2,Normal Tissue,Normal Tissue,0.9960838556289672,True,0.06813015
126,TCGA-GN-A262-06,1,1,Metastasis,Metastasis,0.8782697916030884,True,0.91561145
127,TCGA-BF-AAP2-01,0,0,Primary Tumor,Primary Tumor,0.8086894750595093,True,0.53076863
128,GTEX-XUJ4-1826-SM-4BOOU,2,2,Normal Tissue,Normal Tissue,0.9931488633155824,True,0.13535278
129,TCGA-EE-A2MN-06,1,1,Metastasis,Metastasis,0.9621000289916992,True,0.7664189
130,GTEX-12WSJ-1126-SM-5LZVJ,2,2,Normal Tissue,Normal Tissue,0.9874572157859802,True,0.2183223
131,TCGA-FS-A1ZT-06,1,1,Metastasis,Metastasis,0.9638618230819702,True,0.7388624
132,GTEX-13SLX-0526-SM-5S2ON,2,2,Normal Tissue,Normal Tissue,0.9878271222114564,True,0.09740147
133,TCGA-EB-A5SE-01,0,0,Primary Tumor,Primary Tumor,0.8346560597419739,True,0.5837824
134,GTEX-13X6J-0126-SM-5QGOU,2,2,Normal Tissue,Normal Tissue,0.9958655834197998,True,0.08341987
135,GTEX-XMD1-0008-SM-4AT41,2,2,Normal Tissue,Normal Tissue,0.8816103339195251,True,0.7030776
136,GTEX-WVLH-0008-SM-4MVPD,2,2,Normal Tissue,Normal Tissue,0.4730375111103058,True,0.6849273
137,TCGA-EB-A5VV-06,1,1,Metastasis,Metastasis,0.9065132737159728,True,0.6989444
138,GTEX-YB5K-0008-SM-4VDT8,2,2,Normal Tissue,Normal Tissue,0.8876289129257202,True,0.6922252
139,GTEX-13O1R-0126-SM-5L3EH,2,2,Normal Tissue,Normal Tissue,0.9886276125907898,True,0.15682377
140,GTEX-139YR-1026-SM-5LZYN,2,2,Normal Tissue,Normal Tissue,0.9930104613304138,True,0.13383318
141,GTEX-11EQ8-0126-SM-5EQ54,2,2,Normal Tissue,Normal Tissue,0.9608703851699828,True,0.44588983
142,GTEX-1212Z-0126-SM-59HK4,2,2,Normal Tissue,Normal Tissue,0.9571014046669006,True,0.098522365
143,GTEX-ZZ64-1026-SM-5GZXG,2,2,Normal Tissue,Normal Tissue,0.9043349027633668,True,0.1767961
144,GTEX-13X6J-0626-SM-5LU5F,2,2,Normal Tissue,Normal Tissue,0.9705697298049928,True,0.17247032
145,GTEX-ZVTK-0226-SM-51MRG,2,2,Normal Tissue,Normal Tissue,0.8982932567596436,True,0.29084983
146,GTEX-PLZ4-0008-SM-48TE6,2,2,Normal Tissue,Normal Tissue,0.998085618019104,True,0.60818297
147,GTEX-WYJK-0526-SM-3NM8Z,2,2,Normal Tissue,Normal Tissue,0.8479567766189575,True,0.16500236
148,GTEX-ZVT2-0126-SM-5GIDQ,2,2,Normal Tissue,Normal Tissue,0.9543913006782532,True,0.17986529
149,GTEX-WXYG-2326-SM-4E3I6,2,2,Normal Tissue,Normal Tissue,0.9862594604492188,True,0.18059821
151,GTEX-ZQG8-1626-SM-5HL6H,2,2,Normal Tissue,Normal Tissue,0.855060338973999,True,0.07616911
152,TCGA-D3-A2J7-06,1,1,Metastasis,Metastasis,0.9654558300971984,True,0.7489913
153,GTEX-YEC4-0008-SM-4W1YR,2,2,Normal Tissue,Normal Tissue,0.6436174511909485,True,0.7032254
154,GTEX-XK95-0008-SM-4AT5G,2,2,Normal Tissue,Normal Tissue,0.9924553632736206,True,0.5735548
155,GTEX-ZTTD-2826-SM-4YCFA,2,2,Normal Tissue,Normal Tissue,0.9396443367004396,True,0.18846297
156,GTEX-11O72-0008-SM-5Q5DN,2,2,Normal Tissue,Normal Tissue,0.7953794598579407,True,0.71538776
157,TCGA-DA-A1I5-06,1,1,Metastasis,Metastasis,0.8845244646072388,True,0.61489266
158,TCGA-EB-A5KH-06,1,1,Metastasis,Metastasis,0.8464975357055664,True,0.7557027
159,GTEX-QV44-1926-SM-2S1RF,2,2,Normal Tissue,Normal Tissue,0.9932119846343994,True,0.096187636
160,GTEX-XUW1-0008-SM-4BOQH,2,2,Normal Tissue,Normal Tissue,0.909902811050415,True,0.6523218
161,TCGA-EE-A2GK-06,1,1,Metastasis,Metastasis,0.8996057510375977,True,0.7204101
162,GTEX-13NZ8-0826-SM-5MR3I,2,2,Normal Tissue,Normal Tissue,0.983500838279724,True,0.19742288
163,GTEX-WQUQ-0426-SM-3MJFU,2,2,Normal Tissue,Normal Tissue,0.9770402908325196,True,0.102924585
164,GTEX-RUSQ-1526-SM-2TF62,2,2,Normal Tissue,Normal Tissue,0.9949172735214232,True,0.17768788
166,GTEX-WQUQ-0008-SM-4OOT1,2,2,Normal Tissue,Normal Tissue,0.9181696176528932,True,0.6752524
167,TCGA-FR-A3YO-06,1,1,Metastasis,Metastasis,0.906990647315979,True,0.8587439
168,GTEX-ZEX8-0008-SM-4E3JU,2,2,Normal Tissue,Normal Tissue,0.9602971076965332,True,0.64301056
169,GTEX-14C38-0726-SM-5SI6M,2,2,Normal Tissue,Normal Tissue,0.9486205577850342,True,0.25930196
172,GTEX-ZDTS-0126-SM-4WAY5,2,2,Normal Tissue,Normal Tissue,0.9953253269195556,True,0.0455221
173,GTEX-1399U-0008-SM-5S2VE,2,2,Normal Tissue,Normal Tissue,0.8156944513320923,True,0.73729146
174,TCGA-EE-A2GO-06,1,1,Metastasis,Metastasis,0.5061368346214294,True,0.9172901
175,TCGA-W3-AA1W-06,1,1,Metastasis,Metastasis,0.979700803756714,True,0.8205323
176,GTEX-Y9LG-1126-SM-4VBQ7,2,2,Normal Tissue,Normal Tissue,0.9871742725372314,True,0.1414275
177,TCGA-EB-A24C-01,0,0,Primary Tumor,Primary Tumor,0.726145327091217,True,0.5157356
178,GTEX-X638-0126-SM-47JZ8,2,2,Normal Tissue,Normal Tissue,0.9656621813774108,True,0.1705524
179,GTEX-13N11-2326-SM-5IJBF,2,2,Normal Tissue,Normal Tissue,0.9694141149520874,True,0.10150173
180,GTEX-147F3-0526-SM-5SI98,2,2,Normal Tissue,Normal Tissue,0.8963510394096375,True,0.07276692
181,TCGA-EB-A3XB-01,0,0,Primary Tumor,Primary Tumor,0.7347915768623352,True,0.6332949
183,TCGA-FS-A1ZD-06,1,1,Metastasis,Metastasis,0.8756551146507263,True,0.8659229
184,GTEX-11EQ9-1626-SM-5PNY8,2,2,Normal Tissue,Normal Tissue,0.8451497554779053,True,0.15222244
185,TCGA-D3-A2JF-06,1,1,Metastasis,Metastasis,0.9277397394180298,True,0.6979487
187,TCGA-WE-A8ZX-06,1,1,Metastasis,Metastasis,0.9646806120872498,True,0.81932086
188,TCGA-EE-A2MJ-06,1,1,Metastasis,Metastasis,0.8697632551193237,True,0.6909633
189,GTEX-T5JC-0426-SM-32PLO,2,2,Normal Tissue,Normal Tissue,0.9957494735717772,True,0.041391402
191,GTEX-X4EP-0126-SM-3P5YV,2,2,Normal Tissue,Normal Tissue,0.8935655355453491,True,0.13509122
192,TCGA-EB-A44Q-06,1,1,Metastasis,Metastasis,0.9715213775634766,True,0.8751321
193,GTEX-111YS-0008-SM-5Q5BH,2,2,Normal Tissue,Normal Tissue,0.7550090551376343,True,0.74859595
194,GTEX-ZVZP-1226-SM-5GID7,2,2,Normal Tissue,Normal Tissue,0.9853535890579224,True,0.1282546
195,TCGA-EE-A2MS-06,1,1,Metastasis,Metastasis,0.8740952014923096,True,0.6955531
196,GTEX-XBED-2226-SM-47JYQ,2,2,Normal Tissue,Normal Tissue,0.985352098941803,True,0.078977525
197,GTEX-PLZ6-0008-SM-48TD5,2,2,Normal Tissue,Normal Tissue,0.9044857621192932,True,0.6919342
198,GTEX-ZEX8-2426-SM-4WKG4,2,2,Normal Tissue,Normal Tissue,0.964518427848816,True,0.13885589
199,TCGA-D3-A1Q7-06,1,1,Metastasis,Metastasis,0.9493985176086426,True,0.88068724
200,TCGA-GF-A3OT-06,1,1,Metastasis,Metastasis,0.8352066874504089,True,0.84958404
201,TCGA-ER-A19G-06,1,1,Metastasis,Metastasis,0.9820889234542848,True,0.78993064
202,TCGA-EB-A3Y6-01,0,0,Primary Tumor,Primary Tumor,0.7142086029052734,True,0.635632
203,TCGA-WE-A8ZO-06,1,1,Metastasis,Metastasis,0.960047483444214,True,0.87654
204,GTEX-WH7G-0008-SM-4LVNM,2,2,Normal Tissue,Normal Tissue,0.8730545043945312,True,0.6831334
