idx,sample_id,y_true,y_pred,true_label,pred_label,confidence,correct,pseudotime
1,TCGA-EE-A29D-06,1,1,Metastasis,Metastasis,0.6808726191520691,True,0.6240897
2,TCGA-FS-A1ZA-06,1,1,Metastasis,Metastasis,0.6224273443222046,True,0.3720472
3,TCGA-EE-A17X-06,1,1,Metastasis,Metastasis,0.6217045783996582,True,0.7669889
4,TCGA-FR-A8YD-06,1,1,Metastasis,Metastasis,0.6823411583900452,True,0.6693824
5,TCGA-FS-A1ZF-06,1,1,Metastasis,Metastasis,0.6086616516113281,True,0.56617457
7,TCGA-D3-A3ML-06,1,1,Metastasis,Metastasis,0.6059732437133789,True,0.7717645
8,TCGA-EE-A2MP-06,1,1,Metastasis,Metastasis,0.649518609046936,True,0.45528057
9,TCGA-DA-A1I4-06,1,1,Metastasis,Metastasis,0.6171987652778625,True,0.6741525
10,TCGA-ER-A19S-06,1,1,Metastasis,Metastasis,0.7031541466712952,True,0.49708942
11,TCGA-EE-A3AB-06,1,1,Metastasis,Metastasis,0.5694650411605835,True,0.4656374
12,TCGA-D3-A5GR-06,1,1,Metastasis,Metastasis,0.6196668148040771,True,0.315057
13,TCGA-W3-AA1R-06,1,1,Metastasis,Metastasis,0.6952241659164429,True,0.46757904
14,TCGA-D3-A8GK-06,1,1,Metastasis,Metastasis,0.5637248754501343,True,0.78133947
15,TCGA-EE-A20H-06,1,1,Metastasis,Metastasis,0.5140963196754456,True,0.46181646
16,TCGA-D3-A51G-06,1,1,Metastasis,Metastasis,0.549534022808075,True,0.60777473
17,TCGA-EE-A29M-06,1,1,Metastasis,Metastasis,0.7151980996131897,True,0.4897132
19,TCGA-D3-A8GD-06,1,1,Metastasis,Metastasis,0.6566250324249268,True,0.32798135
20,TCGA-D3-A5GU-06,1,1,Metastasis,Metastasis,0.6820358037948608,True,0.60880727
21,TCGA-D3-A3C8-06,1,1,Metastasis,Metastasis,0.5552566051483154,True,0.49416414
22,TCGA-FS-A4F2-06,1,1,Metastasis,Metastasis,0.6479628682136536,True,0.6959629
23,TCGA-EE-A29P-06,1,1,Metastasis,Metastasis,0.6535815596580505,True,0.55449677
26,TCGA-ER-A19T-01,0,0,Primary Tumor,Primary Tumor,0.5085921287536621,True,0.69357425
27,TCGA-ER-A19T-06,1,1,Metastasis,Metastasis,0.6187376976013184,True,0.81544894
28,TCGA-D3-A3CE-06,1,1,Metastasis,Metastasis,0.6619626879692078,True,0.39012778
29,TCGA-ER-A19M-06,1,1,Metastasis,Metastasis,0.7042966485023499,True,0.50953954
30,TCGA-EE-A3AF-06,1,1,Metastasis,Metastasis,0.640532374382019,True,0.79500926
31,TCGA-EE-A29A-06,1,1,Metastasis,Metastasis,0.543083667755127,True,0.70530874
32,TCGA-EE-A184-06,1,1,Metastasis,Metastasis,0.7057191133499146,True,0.63933694
33,TCGA-FS-A1YY-06,1,1,Metastasis,Metastasis,0.6183488368988037,True,0.7708998
34,TCGA-EE-A3J4-06,1,1,Metastasis,Metastasis,0.6704203486442566,True,0.7678016
35,TCGA-ER-A19A-06,1,1,Metastasis,Metastasis,0.4896982312202453,True,0.34403726
36,TCGA-FS-A4F8-06,1,1,Metastasis,Metastasis,0.6915392875671387,True,0.4747794
38,TCGA-D3-A8GQ-06,1,1,Metastasis,Metastasis,0.5472371578216553,True,0.4740875
39,TCGA-RP-A694-06,1,1,Metastasis,Metastasis,0.6929739117622375,True,0.6431431
41,TCGA-XV-AAZW-01,0,0,Primary Tumor,Primary Tumor,0.6285604238510132,True,0.40375125
42,TCGA-FW-A3TU-06,1,1,Metastasis,Metastasis,0.6183979511260986,True,0.6762806
44,TCGA-FS-A4FC-06,1,1,Metastasis,Metastasis,0.5258169174194336,True,0.38185534
46,TCGA-YD-A9TB-06,1,1,Metastasis,Metastasis,0.7017033100128174,True,0.6321693
47,TCGA-EE-A2MU-06,1,1,Metastasis,Metastasis,0.6543296575546265,True,0.5811641
49,TCGA-YD-A89C-06,1,1,Metastasis,Metastasis,0.6404398679733276,True,0.6929154
51,TCGA-FS-A1Z4-06,1,1,Metastasis,Metastasis,0.6510956287384033,True,0.38326225
52,TCGA-RP-A695-06,1,1,Metastasis,Metastasis,0.6691879630088806,True,0.70407754
53,TCGA-GN-A262-06,1,1,Metastasis,Metastasis,0.5408391356468201,True,0.6912032
55,TCGA-EE-A2MN-06,1,1,Metastasis,Metastasis,0.6979253888130188,True,0.6906943
56,TCGA-FS-A1ZT-06,1,1,Metastasis,Metastasis,0.6985103487968445,True,0.4402393
58,TCGA-EB-A5VV-06,1,1,Metastasis,Metastasis,0.5300838947296143,True,0.45434654
59,TCGA-D3-A2J7-06,1,1,Metastasis,Metastasis,0.6447992920875549,True,0.60429907
60,TCGA-DA-A1I5-06,1,1,Metastasis,Metastasis,0.7437648177146912,True,0.5301354
61,TCGA-EB-A5KH-06,1,1,Metastasis,Metastasis,0.6137760877609253,True,0.84093374
62,TCGA-EE-A2GK-06,1,1,Metastasis,Metastasis,0.5965427756309509,True,0.37819588
63,TCGA-FR-A3YO-06,1,1,Metastasis,Metastasis,0.5657127499580383,True,0.8199212
66,TCGA-EE-A2GO-06,1,1,Metastasis,Metastasis,0.5764704942703247,True,0.6899653
67,TCGA-W3-AA1W-06,1,1,Metastasis,Metastasis,0.648270845413208,True,0.57327765
68,TCGA-EB-A24C-01,0,0,Primary Tumor,Primary Tumor,0.5234375596046448,True,0.51988804
71,TCGA-FS-A1ZD-06,1,1,Metastasis,Metastasis,0.5386943817138672,True,0.5751102
72,TCGA-D3-A2JF-06,1,1,Metastasis,Metastasis,0.6864175796508789,True,0.5895652
73,TCGA-WE-A8ZX-06,1,1,Metastasis,Metastasis,0.7156758308410645,True,0.5080707
74,TCGA-EE-A2MJ-06,1,1,Metastasis,Metastasis,0.7266908288002014,True,0.50258267
76,TCGA-EB-A44Q-06,1,1,Metastasis,Metastasis,0.6463484168052673,True,0.4944234
77,TCGA-EE-A2MS-06,1,1,Metastasis,Metastasis,0.6802797317504883,True,0.43099606
78,TCGA-D3-A1Q7-06,1,1,Metastasis,Metastasis,0.7150989174842834,True,0.4830269
80,TCGA-ER-A19G-06,1,1,Metastasis,Metastasis,0.6550732851028442,True,0.49491295
82,TCGA-WE-A8ZO-06,1,1,Metastasis,Metastasis,0.680972158908844,True,0.5998976
83,TCGA-EB-A4OZ-01,0,0,Primary Tumor,Primary Tumor,0.6706733703613281,True,0.5607266
84,TCGA-DA-A95X-06,1,1,Metastasis,Metastasis,0.6709460616111755,True,0.46215495
85,TCGA-D3-A3C7-06,1,1,Metastasis,Metastasis,0.6287310719490051,True,0.61949205
86,TCGA-ER-A19D-06,1,1,Metastasis,Metastasis,0.658615231513977,True,0.43488312
87,TCGA-DA-A1HY-06,1,1,Metastasis,Metastasis,0.5938706994056702,True,0.44379562
88,TCGA-W3-AA21-06,1,1,Metastasis,Metastasis,0.6417406797409058,True,0.74434775
89,TCGA-ER-A19K-01,0,0,Primary Tumor,Primary Tumor,0.508109986782074,True,0.52365613
90,TCGA-EE-A2MI-06,1,1,Metastasis,Metastasis,0.6549373865127563,True,0.6241632
91,TCGA-GN-A267-06,1,1,Metastasis,Metastasis,0.7011134028434753,True,0.7192075
93,TCGA-WE-AAA4-06,1,1,Metastasis,Metastasis,0.6530099511146545,True,0.7038048
94,TCGA-DA-A1IA-06,1,1,Metastasis,Metastasis,0.5714080929756165,True,0.8305816
96,TCGA-BF-AAP0-06,1,1,Metastasis,Metastasis,0.7386580109596252,True,0.42271423
97,TCGA-ER-A3PL-06,1,1,Metastasis,Metastasis,0.6379528641700745,True,0.6772404
98,TCGA-FR-A3YN-06,1,1,Metastasis,Metastasis,0.7354892492294312,True,0.5765872
99,TCGA-3N-A9WB-06,1,1,Metastasis,Metastasis,0.5997006297111511,True,0.7056881
100,TCGA-D3-A51T-06,1,1,Metastasis,Metastasis,0.6416773200035095,True,0.42708132
101,TCGA-FW-A3R5-06,1,1,Metastasis,Metastasis,0.7047804594039917,True,0.6768314
102,TCGA-FS-A1ZJ-06,1,1,Metastasis,Metastasis,0.6791649460792542,True,0.56268275
103,TCGA-BF-AAOX-01,0,0,Primary Tumor,Primary Tumor,0.516058087348938,True,0.6209245
104,TCGA-FR-A7U9-06,1,1,Metastasis,Metastasis,0.5275326371192932,True,0.45214
105,TCGA-D3-A1Q3-06,1,1,Metastasis,Metastasis,0.7266476154327393,True,0.5415377
106,TCGA-W3-AA1Q-06,1,1,Metastasis,Metastasis,0.6936943531036377,True,0.63943875
107,TCGA-D9-A1JW-06,1,1,Metastasis,Metastasis,0.662216305732727,True,0.6311682
108,TCGA-GN-A268-06,1,1,Metastasis,Metastasis,0.6185247898101807,True,0.7367682
109,TCGA-GN-A4U7-06,1,1,Metastasis,Metastasis,0.5859907865524292,True,0.67896295
111,TCGA-GN-A4U4-06,1,1,Metastasis,Metastasis,0.7245519757270813,True,0.61084324
112,TCGA-D3-A2JD-06,1,1,Metastasis,Metastasis,0.6624043583869934,True,0.6411158
113,TCGA-WE-A8JZ-06,1,1,Metastasis,Metastasis,0.6900088787078857,True,0.5075211
114,TCGA-Z2-AA3S-06,1,1,Metastasis,Metastasis,0.706997811794281,True,0.5550752
116,TCGA-EE-A29V-06,1,1,Metastasis,Metastasis,0.5572593212127686,True,0.6368942
117,TCGA-FS-A1ZR-06,1,1,Metastasis,Metastasis,0.577022910118103,True,0.33552003
118,TCGA-D3-A3MR-06,1,1,Metastasis,Metastasis,0.6891230940818787,True,0.44750974
119,TCGA-FS-A4F0-06,1,1,Metastasis,Metastasis,0.5166051983833313,True,0.61074054
120,TCGA-D3-A3MV-06,1,1,Metastasis,Metastasis,0.5889195799827576,True,0.52608985
121,TCGA-XV-AB01-06,1,1,Metastasis,Metastasis,0.5467283725738525,True,0.85781264
122,TCGA-EE-A2A2-06,1,1,Metastasis,Metastasis,0.7235051393508911,True,0.4347269
123,TCGA-ER-A3ET-06,1,1,Metastasis,Metastasis,0.6391555070877075,True,0.58969516
124,TCGA-D3-A8GC-06,1,1,Metastasis,Metastasis,0.6518871784210205,True,0.4556932
125,TCGA-FS-A4F5-06,1,1,Metastasis,Metastasis,0.6017054319381714,True,0.5333898
126,TCGA-WE-AAA3-06,1,1,Metastasis,Metastasis,0.711624264717102,True,0.6827558
127,TCGA-D9-A149-06,1,1,Metastasis,Metastasis,0.7503156661987305,True,0.5893708
128,TCGA-HR-A5NC-01,0,0,Primary Tumor,Primary Tumor,0.6394971609115601,True,0.54713273
129,TCGA-GN-A4U8-06,1,1,Metastasis,Metastasis,0.7381204962730408,True,0.42849907
130,TCGA-XV-A9W5-01,0,0,Primary Tumor,Primary Tumor,0.5001437664031982,True,0.4931694
133,TCGA-EE-A2GJ-06,1,1,Metastasis,Metastasis,0.645338773727417,True,0.6513426
134,TCGA-EE-A29X-06,1,1,Metastasis,Metastasis,0.7089734077453613,True,0.6875872
136,TCGA-ER-A2ND-06,1,1,Metastasis,Metastasis,0.6241012811660767,True,0.7526482
137,TCGA-D3-A1Q9-06,1,1,Metastasis,Metastasis,0.6498814225196838,True,0.48041815
138,TCGA-FS-A4FD-06,1,1,Metastasis,Metastasis,0.669748067855835,True,0.6563929
139,TCGA-D3-A3C6-06,1,1,Metastasis,Metastasis,0.5887762308120728,True,0.68327546
140,TCGA-EB-A5SG-06,1,1,Metastasis,Metastasis,0.6224249601364136,True,0.62599814
141,TCGA-BF-A9VF-01,0,0,Primary Tumor,Primary Tumor,0.5517575740814209,True,0.63407373
142,TCGA-EE-A3J5-06,1,1,Metastasis,Metastasis,0.737375795841217,True,0.57579833
143,TCGA-GN-A4U9-06,1,1,Metastasis,Metastasis,0.5167949795722961,True,0.42509437
144,TCGA-D9-A3Z3-06,1,1,Metastasis,Metastasis,0.6384779810905457,True,0.4837546
145,TCGA-DA-A1HV-06,1,1,Metastasis,Metastasis,0.6450611352920532,True,0.3651517
146,TCGA-EE-A3AA-06,1,1,Metastasis,Metastasis,0.6691949963569641,True,0.5321819
147,TCGA-EB-A3XD-01,0,0,Primary Tumor,Primary Tumor,0.5734185576438904,True,0.30017605
148,TCGA-FW-A5DY-06,1,1,Metastasis,Metastasis,0.6869135499000549,True,0.44381687
149,TCGA-EE-A29H-06,1,1,Metastasis,Metastasis,0.6796531677246094,True,0.47137403
150,TCGA-ER-A2NE-06,1,1,Metastasis,Metastasis,0.6268408298492432,True,0.6875842
153,TCGA-EB-A6L9-06,1,1,Metastasis,Metastasis,0.6795268058776855,True,0.55397534
154,TCGA-D3-A2JN-06,1,1,Metastasis,Metastasis,0.576002299785614,True,0.48543486
155,TCGA-W3-A828-06,1,1,Metastasis,Metastasis,0.5487974882125854,True,0.50372887
156,TCGA-EE-A29S-06,1,1,Metastasis,Metastasis,0.6877646446228027,True,0.62897676
157,TCGA-XV-A9VZ-01,0,0,Primary Tumor,Primary Tumor,0.5783205032348633,True,0.46110335
158,TCGA-YG-AA3O-06,1,1,Metastasis,Metastasis,0.7562056183815002,True,0.56102437
160,TCGA-EB-A3XC-01,0,0,Primary Tumor,Primary Tumor,0.5620748400688171,True,0.4530377
161,TCGA-LH-A9QB-06,1,1,Metastasis,Metastasis,0.5548696517944336,True,0.6999314
162,TCGA-D3-A2JC-06,1,1,Metastasis,Metastasis,0.7073909640312195,True,0.4659976
163,TCGA-WE-AA9Y-06,1,1,Metastasis,Metastasis,0.6989732980728149,True,0.5210818
164,TCGA-WE-A8ZR-06,1,1,Metastasis,Metastasis,0.692923367023468,True,0.3617697
168,TCGA-DA-A1I1-06,1,1,Metastasis,Metastasis,0.7363285422325134,True,0.506832
170,TCGA-EE-A2GM-06,1,1,Metastasis,Metastasis,0.6971455812454224,True,0.68519044
171,TCGA-D3-A8GM-06,1,1,Metastasis,Metastasis,0.6870151162147522,True,0.49660054
172,TCGA-DA-A95Z-06,1,1,Metastasis,Metastasis,0.5341074466705322,True,0.8470856
173,TCGA-ER-A2NC-06,1,1,Metastasis,Metastasis,0.6504903435707092,True,0.57611805
174,TCGA-ER-A19B-06,1,1,Metastasis,Metastasis,0.6320410370826721,True,0.47501466
175,TCGA-EE-A2A0-06,1,1,Metastasis,Metastasis,0.62137770652771,True,0.4655208
176,TCGA-EE-A20B-06,1,1,Metastasis,Metastasis,0.6557350158691406,True,0.44794455
177,TCGA-EB-A5UL-06,1,1,Metastasis,Metastasis,0.7437638640403748,True,0.42843974
178,TCGA-ER-A196-01,0,0,Primary Tumor,Primary Tumor,0.6643607020378113,True,0.5044687
179,TCGA-FS-A1ZK-06,1,1,Metastasis,Metastasis,0.5495964288711548,True,0.5444251
180,TCGA-EE-A2MT-06,1,1,Metastasis,Metastasis,0.6640599370002747,True,0.630382
181,TCGA-OD-A75X-06,1,1,Metastasis,Metastasis,0.677833080291748,True,0.46191785
182,TCGA-EE-A17Z-06,1,1,Metastasis,Metastasis,0.575645923614502,True,0.6791432
183,TCGA-FR-A8YC-06,1,1,Metastasis,Metastasis,0.6576701402664185,True,0.5197375
184,TCGA-GN-A265-06,1,1,Metastasis,Metastasis,0.6487802267074585,True,0.44536558
185,TCGA-ER-A19Q-06,1,1,Metastasis,Metastasis,0.7027977108955383,True,0.6237694
187,TCGA-DA-A1HW-06,1,1,Metastasis,Metastasis,0.7268670797348022,True,0.4715194
188,TCGA-ER-A1A1-06,1,1,Metastasis,Metastasis,0.538428008556366,True,0.34641096
191,TCGA-EE-A3JI-06,1,1,Metastasis,Metastasis,0.6774036288261414,True,0.6449617
192,TCGA-XV-A9W2-01,0,0,Primary Tumor,Primary Tumor,0.615159809589386,True,0.37107736
